Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,ID,Item_Outlet_Sales
8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,1987,High,Tier 3,Supermarket Type1,FDC33OUT013,2759.0752
5.615,Low Fat,0.125964559,Health and Hygiene,124.773,1999,Medium,Tier 1,Supermarket Type1,NCK29OUT049,2956.152
17,Low Fat,0.055746931,Dairy,220.0114,2007,,Tier 2,Supermarket Type1,FDS50OUT017,2217.114
5.82,Low Fat,0.080804019,Household,171.479,2002,,Tier 2,Supermarket Type1,NCJ30OUT045,4074.696
,Regular,0.086983591,Fruits and Vegetables,219.8456,1985,Medium,Tier 3,Supermarket Type3,FDQ07OUT027,1547.3192
19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,1998,,Tier 3,Grocery Store,FDI20OUT010,422.1172
,Low Fat,0.075361182,Household,155.6656,1985,Medium,Tier 3,Supermarket Type3,NCM06OUT027,3243.7776
,Low Fat,0.081651443,Meat,152.5682,1985,Small,Tier 1,Grocery Store,FDL15OUT019,152.4682
9.695,Low Fat,0.190711254,Health and Hygiene,159.1604,1998,,Tier 3,Grocery Store,NCL29OUT010,633.8416
20.6,Low Fat,0.023585598,Fruits and Vegetables,94.7778,2007,,Tier 2,Supermarket Type1,FDB32OUT017,1314.2892
9.195,Low Fat,0.115064263,Frozen Foods,58.6246,1999,Medium,Tier 1,Supermarket Type1,FDJ16OUT049,868.869
10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,2002,,Tier 2,Supermarket Type1,FDJ32OUT045,183.7608
15.75,Low Fat,0.054920146,Baking Goods,195.8452,2004,Small,Tier 2,Supermarket Type1,FDO12OUT035,4893.63
19.6,Low Fat,0.041291169,Household,86.9514,1997,Small,Tier 1,Supermarket Type1,NCB18OUT046,1416.8224
,Low Fat,0.021273161,Breakfast,229.1326,1985,Medium,Tier 3,Supermarket Type3,FDO37OUT027,7393.0432
17.35,Regular,0.02758789,Canned,86.1856,1987,High,Tier 3,Supermarket Type1,FDV13OUT013,703.0848
9.3,Low Fat,0.11178154,Frozen Foods,182.3292,1998,,Tier 3,Grocery Store,FDF52OUT010,182.4292
6.71,Regular,0.02960641,Baking Goods,65.4142,1999,Medium,Tier 1,Supermarket Type1,FDY11OUT049,1516.0266
17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,2007,,Tier 2,Supermarket Type1,FDL20OUT017,1667.829
5.175,Regular,0.029555773,Snack Foods,105.9622,2002,,Tier 2,Supermarket Type1,FDS45OUT045,1693.7952
12.65,Low Fat,0.063146492,Soft Drinks,159.6578,2009,Medium,Tier 3,Supermarket Type2,DRJ13OUT018,962.7468
16.5,Regular,0.066352552,Breakfast,181.2292,1999,Medium,Tier 1,Supermarket Type1,FDR37OUT049,4195.8716
,Low Fat,0.246678647,Breads,129.7994,1985,Small,Tier 1,Grocery Store,FDS23OUT019,385.4982
7.725,Low Fat,0.047977607,Canned,249.5092,2009,Medium,Tier 3,Supermarket Type2,FDX13OUT018,2241.0828
7,Low Fat,0.151712642,Canned,104.828,2002,,Tier 2,Supermarket Type1,FDT49OUT045,1278.336
12.1,LF,0.030174246,Canned,76.667,1999,Medium,Tier 1,Supermarket Type1,FDY13OUT049,1531.34
7.6,Regular,0.238366442,Starchy Foods,171.8448,1998,,Tier 3,Grocery Store,FDD47OUT010,852.224
12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,1998,,Tier 3,Grocery Store,FDF20OUT010,394.1536
17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,2004,Small,Tier 2,Supermarket Type1,FDS32OUT035,1264.3542
,Regular,0.105812357,Fruits and Vegetables,175.0396,1985,Medium,Tier 3,Supermarket Type3,FDJ44OUT027,4012.1108
20.25,Low Fat,0.02593166,Household,182.5976,1987,High,Tier 3,Supermarket Type1,NCY30OUT013,3078.6592
,Low Fat,0.019671473,Snack Foods,214.756,1985,Small,Tier 1,Grocery Store,FDK33OUT019,213.056
6.76,Regular,0.028982682,Fruits and Vegetables,79.596,1997,Small,Tier 1,Supermarket Type1,FDO31OUT046,1438.128
,Regular,0.019153299,Snack Foods,57.6588,1985,Small,Tier 1,Grocery Store,FDG10OUT019,400.8116
14.15,Low Fat,0.184254826,Soft Drinks,82.4276,2009,Medium,Tier 3,Supermarket Type2,DRI49OUT018,1218.414
20.75,Low Fat,0.025169703,Health and Hygiene,150.4734,1999,Medium,Tier 1,Supermarket Type1,NCA05OUT049,1187.7872
7.84,Regular,0.153494979,Canned,48.935,1997,Small,Tier 1,Supermarket Type1,FDZ13OUT046,798.96
19.6,LF,0.034093203,Soft Drinks,56.6614,2007,,Tier 2,Supermarket Type1,DRI25OUT017,1492.0578
10.5,LF,0.045655118,Household,169.8106,1998,,Tier 3,Grocery Store,NCA29OUT010,171.1106
5.655,LF,0.142732848,Fruits and Vegetables,167.95,1998,,Tier 3,Grocery Store,FDX43OUT010,166.45
12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,1999,Medium,Tier 1,Supermarket Type1,FDZ08OUT049,1320.9472
10.195,Low Fat,0.041934387,Snack Foods,44.6428,2004,Small,Tier 2,Supermarket Type1,FDC58OUT035,615.1992
,Low Fat,0.028868467,Household,146.3786,1985,Medium,Tier 3,Supermarket Type3,NCD54OUT027,5056.751
6.135,Regular,0.079312367,Baking Goods,151.7366,2004,Small,Tier 2,Supermarket Type1,FDM24OUT035,3325.0052
9.1,Low Fat,0.174085625,Baking Goods,124.6362,2004,Small,Tier 2,Supermarket Type1,FDS12OUT035,2390.8878
14.6,Low Fat,0.059732844,Others,241.2538,2009,Medium,Tier 3,Supermarket Type2,NCN55OUT018,5287.7836
20.7,Low Fat,0.039245805,Household,151.4366,1997,Small,Tier 1,Supermarket Type1,NCP06OUT046,1511.366
19,Regular,0.097510482,Frozen Foods,48.1718,2002,,Tier 2,Supermarket Type1,FDB41OUT045,709.077
9.195,Low Fat,0.114885647,Frozen Foods,59.6246,1997,Small,Tier 1,Supermarket Type1,FDJ16OUT046,1100.5674
,Low Fat,0.072295507,Household,89.7514,1985,Small,Tier 1,Grocery Store,NCB18OUT019,88.5514
6.425,Low Fat,0.010436256,Canned,115.5808,2004,Small,Tier 2,Supermarket Type1,FDH38OUT035,3749.7856
12.15,LF,0.104257037,Starchy Foods,34.0532,1998,,Tier 3,Grocery Store,FDE59OUT010,179.766
17,Low Fat,0.126440335,Household,125.2362,1999,Medium,Tier 1,Supermarket Type1,NCF30OUT049,1384.1982
,Regular,0,Starchy Foods,59.8904,1985,Medium,Tier 3,Supermarket Type3,FDE35OUT027,1757.712
,Regular,0.120965853,Breakfast,55.8614,1985,Small,Tier 1,Grocery Store,FDP49OUT019,110.5228
,Low Fat,0,Health and Hygiene,152.0708,1985,Medium,Tier 3,Supermarket Type3,NCQ05OUT027,2106.5912
9,Regular,0.069031467,Breakfast,55.0614,1987,High,Tier 3,Supermarket Type1,FDP49OUT013,442.0912
6.215,Regular,0.049823839,Baking Goods,226.6062,2009,Medium,Tier 3,Supermarket Type2,FDT12OUT018,677.1186
7.475,Low Fat,0.126752975,Household,154.2656,1998,,Tier 3,Grocery Store,NCM06OUT010,308.9312
11,LF,0.1062679,Breads,123.2046,2009,Medium,Tier 3,Supermarket Type2,FDV23OUT018,3237.1196
19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193,1999,Medium,Tier 1,Supermarket Type1,FDA44OUT049,848.895
18.75,Low Fat,0.023820082,Dairy,97.6042,1987,High,Tier 3,Supermarket Type1,DRD27OUT013,1488.063
11.6,Low Fat,0.037549969,Health and Hygiene,101.2042,1987,High,Tier 3,Supermarket Type1,NCK53OUT013,2281.6966
13,Low Fat,0.03525175,Household,48.0034,2009,Medium,Tier 3,Supermarket Type2,NCF19OUT018,923.4646
7.285,Low Fat,0.031200065,Household,174.7054,1999,Medium,Tier 1,Supermarket Type1,NCY18OUT049,6303.7944
,Regular,0.106538757,Fruits and Vegetables,145.4786,1985,Medium,Tier 3,Supermarket Type3,FDN56OUT027,5779.144
18.6,Low Fat,0.012673238,Household,121.5414,1999,Medium,Tier 1,Supermarket Type1,NCI55OUT049,4020.7662
6.615,Low Fat,0.093307668,Dairy,195.9426,1987,High,Tier 3,Supermarket Type1,FDB28OUT013,2570.6538
10.1,Low Fat,0.056191301,Household,115.7492,2002,,Tier 2,Supermarket Type1,NCA18OUT045,579.246
17.7,Low Fat,0.116542484,Snack Foods,182.6266,1997,Small,Tier 1,Supermarket Type1,FDC46OUT046,3504.1054
10.5,Low Fat,0.011285795,Household,235.8248,2004,Small,Tier 2,Supermarket Type1,NCZ42OUT035,4266.4464
,Regular,0.127308434,Soft Drinks,186.6924,1985,Medium,Tier 3,Supermarket Type3,DRA59OUT027,7033.5112
12.3,Low Fat,0.069742672,Soft Drinks,106.2938,2009,Medium,Tier 3,Supermarket Type2,DRB25OUT018,1715.1008
,Low Fat,0.093010026,Baking Goods,143.0812,1985,Medium,Tier 3,Supermarket Type3,FDE24OUT027,3704.5112
18.85,Low Fat,0.03961061,Snack Foods,41.648,1987,High,Tier 3,Supermarket Type1,FDA57OUT013,759.012
7.485,Low Fat,0.069514712,Snack Foods,108.7228,2007,,Tier 2,Supermarket Type1,FDZ46OUT017,1326.2736
14.3,Regular,0.083147702,Meat,210.1586,1998,,Tier 3,Grocery Store,FDX39OUT010,422.1172
10.6,Low Fat,0.011106465,Breads,42.7454,1999,Medium,Tier 1,Supermarket Type1,FDW35OUT049,419.454
,Low Fat,0.02528566,Fruits and Vegetables,158.792,1985,Medium,Tier 3,Supermarket Type3,FDZ55OUT027,4474.176
13.65,Regular,0.072851756,Frozen Foods,197.1426,1987,High,Tier 3,Supermarket Type1,FDI04OUT013,3954.852
,Regular,0.011072421,Snack Foods,85.354,1985,Medium,Tier 3,Supermarket Type3,FDU46OUT027,2077.296
13.65,Regular,0.031494041,Canned,98.87,1999,Medium,Tier 1,Supermarket Type1,FDE14OUT049,2197.14
6.445,Low Fat,0.029667053,Baking Goods,94.4436,1987,High,Tier 3,Supermarket Type1,FDX23OUT013,1134.5232
8.895,Low Fat,0,Household,111.9544,2004,Small,Tier 2,Supermarket Type1,NCN18OUT035,1565.9616
16.7,Low Fat,0.022099982,Dairy,110.1886,1999,Medium,Tier 1,Supermarket Type1,FDR02OUT049,1334.2632
6.115,Regular,0.011372972,Frozen Foods,89.6488,1997,Small,Tier 1,Supermarket Type1,FDH04OUT046,1267.6832
11.3,Regular,0.091310237,Meat,96.9094,1998,,Tier 3,Grocery Store,FDZ51OUT010,190.4188
9.3,Regular,0.033437991,Meat,153.2314,1997,Small,Tier 1,Supermarket Type1,FDR15OUT046,2326.971
7.725,Low Fat,0.029117482,Household,123.0414,1999,Medium,Tier 1,Supermarket Type1,NCQ30OUT049,1583.9382
18,Low Fat,0.039071642,Snack Foods,145.3418,1999,Medium,Tier 1,Supermarket Type1,FDW45OUT049,882.8508
17,Low Fat,0.119362409,Frozen Foods,249.4434,2004,Small,Tier 2,Supermarket Type1,FDQ52OUT035,5960.2416
,Regular,0.094109236,Breakfast,102.9332,1985,Medium,Tier 3,Supermarket Type3,FDM01OUT027,3691.1952
12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,2002,,Tier 2,Supermarket Type1,FDE21OUT045,1737.738
15.85,Regular,0.110010191,Frozen Foods,38.8506,2004,Small,Tier 2,Supermarket Type1,FDH28OUT035,341.5554
6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,1998,,Tier 3,Grocery Store,FDQ56OUT010,83.8908
6.11,Regular,0,Soft Drinks,43.0086,1999,Medium,Tier 1,Supermarket Type1,DRM49OUT049,713.7376
,Low Fat,0.032463574,Health and Hygiene,139.9154,1985,Medium,Tier 3,Supermarket Type3,NCI29OUT027,4963.539
9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,2002,,Tier 2,Supermarket Type1,FDW44OUT045,1874.8928
17.6,Low Fat,0.010055503,Snack Foods,163.7552,1999,Medium,Tier 1,Supermarket Type1,FDR10OUT049,1787.0072
20,Low Fat,0.034363029,Baking Goods,43.5086,2004,Small,Tier 2,Supermarket Type1,FDO60OUT035,401.4774
13.15,Regular,0,Fruits and Vegetables,171.9764,2007,,Tier 2,Supermarket Type1,FDG08OUT017,2404.8696
19,Low Fat,0.128349909,Snack Foods,106.5622,2002,,Tier 2,Supermarket Type1,FDP10OUT045,1482.0708
8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,2007,,Tier 2,Supermarket Type1,FDG45OUT017,5946.9256
9.3,Low Fat,0.043964058,Hard Drinks,192.3846,2009,Medium,Tier 3,Supermarket Type2,DRM47OUT018,4586.0304
,Low Fat,0.032470108,Frozen Foods,148.9392,1985,Medium,Tier 3,Supermarket Type3,FDO40OUT027,3728.48
13.5,LF,0.094603404,Soft Drinks,187.0872,2009,Medium,Tier 3,Supermarket Type2,DRE37OUT018,3214.4824
7.725,Low Fat,0.047743195,Canned,248.3092,1987,High,Tier 3,Supermarket Type1,FDX13OUT013,6474.2392
,Low Fat,0,Fruits and Vegetables,115.3492,1985,Medium,Tier 3,Supermarket Type3,FDE21OUT027,3823.0236
5.485,Low Fat,0.071557769,Health and Hygiene,165.7842,1998,,Tier 3,Grocery Store,NCU53OUT010,165.7842
13.15,Low Fat,0.155105614,Household,157.2604,1998,,Tier 3,Grocery Store,NCH07OUT010,316.9208
7.26,Low Fat,0.014505108,Meat,118.415,2007,,Tier 2,Supermarket Type1,FDJ07OUT017,1747.725
10.5,Regular,0.093909644,Snack Foods,213.7244,1999,Medium,Tier 1,Supermarket Type1,FDB46OUT049,4022.7636
19.5,Regular,0.077157727,Soft Drinks,232.4958,2004,Small,Tier 2,Supermarket Type1,DRL01OUT035,2804.3496
,Low Fat,0.094957079,Snack Foods,143.5154,1985,Small,Tier 1,Grocery Store,FDN57OUT019,567.2616
,low fat,0.072486326,Canned,78.9986,1985,Medium,Tier 3,Supermarket Type3,FDO38OUT027,2259.0594
21.25,Low Fat,0.155694794,Snack Foods,177.637,2002,,Tier 2,Supermarket Type1,FDA45OUT045,2999.429
,Low Fat,0.20914265,Meat,190.953,1985,Small,Tier 1,Grocery Store,FDP27OUT019,379.506
14.15,Low Fat,0.095298849,Soft Drinks,171.8106,1987,High,Tier 3,Supermarket Type1,DRG36OUT013,3935.5438
19.7,Low Fat,0.038736781,Hard Drinks,127.4362,1997,Small,Tier 1,Supermarket Type1,DRL47OUT046,1510.0344
,Low Fat,0.044000492,Health and Hygiene,148.2734,1985,Small,Tier 1,Grocery Store,NCA05OUT019,296.9468
13.8,Regular,0.014720848,Canned,89.9172,1987,High,Tier 3,Supermarket Type1,FDL38OUT013,1516.6924
18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,2004,Small,Tier 2,Supermarket Type1,FDC32OUT035,555.2772
11.3,Low Fat,0.047814463,Household,179.266,2002,,Tier 2,Supermarket Type1,NCI06OUT045,5033.448
8.35,Regular,0.127066966,Frozen Foods,76.5354,1999,Medium,Tier 1,Supermarket Type1,FDI05OUT049,1655.1788
12.65,Regular,0.076474728,Frozen Foods,191.8846,2007,,Tier 2,Supermarket Type1,FDR52OUT017,1146.5076
16.7,Regular,0.042860026,Dairy,120.3782,2007,,Tier 2,Supermarket Type1,FDU26OUT017,1668.4948
5.365,Regular,0.141033536,Seafood,173.6764,2007,,Tier 2,Supermarket Type1,FDG33OUT017,858.882
6.52,Low Fat,0.044607161,Canned,164.2842,1997,Small,Tier 1,Supermarket Type1,FDE38OUT046,2818.3314
14,Low Fat,0.041283361,Starchy Foods,182.4634,2004,Small,Tier 2,Supermarket Type1,FDI35OUT035,5452.902
6.575,Regular,0.075444922,Breads,146.0444,1987,High,Tier 3,Supermarket Type1,FDN23OUT013,2612.5992
15.35,Low Fat,0.035143024,Household,124.373,2004,Small,Tier 2,Supermarket Type1,NCP54OUT035,2093.941
6.985,Regular,0.13725257,Meat,183.7608,1987,High,Tier 3,Supermarket Type1,FDO39OUT013,2940.1728
10.8,LF,0.041831008,Health and Hygiene,186.6214,1987,High,Tier 3,Supermarket Type1,NCT17OUT013,2261.0568
14.85,Low Fat,0.060967038,Household,254.3698,2004,Small,Tier 2,Supermarket Type1,NCK30OUT035,4566.0564
,Regular,0.078943221,Baking Goods,152.7366,1985,Medium,Tier 3,Supermarket Type3,FDM24OUT027,1813.6392
14.85,Regular,0.053837561,Baking Goods,120.8072,1997,Small,Tier 1,Supermarket Type1,FDA35OUT046,4287.752
9.395,Low Fat,0.039928582,Others,83.2908,1987,High,Tier 3,Supermarket Type1,NCM07OUT013,1258.362
13.5,low fat,0.021617996,Fruits and Vegetables,179.6976,2007,,Tier 2,Supermarket Type1,FDD09OUT017,1810.976
18,Regular,0.143495952,Fruits and Vegetables,88.7514,2007,,Tier 2,Supermarket Type1,FDW07OUT017,1062.6168
,Regular,0.157701958,Meat,158.7946,1985,Medium,Tier 3,Supermarket Type3,FDM27OUT027,5522.811
20,Low Fat,0.058719568,Health and Hygiene,111.0544,2009,Medium,Tier 3,Supermarket Type2,NCY53OUT018,894.8352
20.35,Low Fat,0.142618182,Snack Foods,123.2072,2007,,Tier 2,Supermarket Type1,FDA10OUT017,1225.072
8.785,Low Fat,0.020573334,Soft Drinks,156.4656,2004,Small,Tier 2,Supermarket Type1,DRB24OUT035,2162.5184
,Low Fat,0.030208465,Health and Hygiene,35.4874,1985,Medium,Tier 3,Supermarket Type3,NCN53OUT027,1693.7952
7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,2002,,Tier 2,Supermarket Type1,FDA31OUT045,3115.944
14.85,Low Fat,0.093991286,Baking Goods,140.9812,2007,,Tier 2,Supermarket Type1,FDE24OUT017,3277.0676
11.3,reg,0.067001825,Frozen Foods,259.1962,2009,Medium,Tier 3,Supermarket Type2,FDA04OUT018,5438.9202
20.25,Regular,0.076314907,Dairy,196.7794,2002,,Tier 2,Supermarket Type1,FDV26OUT045,2731.1116
,Regular,0.022403117,Dairy,250.9092,1985,Medium,Tier 3,Supermarket Type3,FDF40OUT027,8217.3036
,Low Fat,0.030944666,Snack Foods,186.6582,1985,Medium,Tier 3,Supermarket Type3,FDH34OUT027,3715.164
5.48,Low Fat,0.02528802,Frozen Foods,83.325,1998,,Tier 3,Grocery Store,FDO16OUT010,416.125
11,Regular,0.057058545,Fruits and Vegetables,241.7512,1997,Small,Tier 1,Supermarket Type1,FDZ43OUT046,3635.268
14.1,Low Fat,0,Dairy,231.9668,1999,Medium,Tier 1,Supermarket Type1,DRJ51OUT049,1842.9344
,Low Fat,0.05486977,Others,40.548,1985,Small,Tier 1,Grocery Store,NCL07OUT019,39.948
6.61,Regular,0.029006239,Snack Foods,186.0898,2004,Small,Tier 2,Supermarket Type1,FDU58OUT035,2619.2572
5.94,Low Fat,0.034880143,Canned,177.9344,2004,Small,Tier 2,Supermarket Type1,FDI26OUT035,4460.86
7.975,LF,0.014713909,Baking Goods,83.125,2007,,Tier 2,Supermarket Type1,FDG24OUT017,2579.975
12.65,Low Fat,0.047237246,Others,112.5202,1997,Small,Tier 1,Supermarket Type1,NCM19OUT046,787.6414
11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,1999,Medium,Tier 1,Supermarket Type1,NCO29OUT049,986.7156
6.825,Low Fat,0.100171568,Health and Hygiene,262.7226,1998,,Tier 3,Grocery Store,NCM05OUT010,264.3226
8.18,Low Fat,0.013130031,Household,142.6154,1997,Small,Tier 1,Supermarket Type1,NCE07OUT046,709.077
17.6,LF,0.010096684,Snack Foods,160.4552,2007,,Tier 2,Supermarket Type1,FDR10OUT017,2599.2832
15.75,Low Fat,0.055015935,Baking Goods,194.3452,1999,Medium,Tier 1,Supermarket Type1,FDO12OUT049,2740.4328
12.15,Low Fat,0.015460726,Frozen Foods,211.8928,1997,Small,Tier 1,Supermarket Type1,FDC17OUT046,5890.9984
9.3,Regular,0.02346559,Snack Foods,197.6084,1998,,Tier 3,Grocery Store,FDF34OUT010,595.2252
13.5,Regular,0.017932223,Snack Foods,78.796,2009,Medium,Tier 3,Supermarket Type2,FDO22OUT018,239.688
9.695,Regular,0.047420609,Frozen Foods,246.0144,2004,Small,Tier 2,Supermarket Type1,FDT52OUT035,4165.2448
,Regular,0.062547321,Baking Goods,88.383,1985,Medium,Tier 3,Supermarket Type3,FDR24OUT027,2067.309
20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,1997,Small,Tier 1,Supermarket Type1,FDP08OUT046,3874.956
14.85,Regular,0.019511288,Dairy,262.591,1997,Small,Tier 1,Supermarket Type1,FDF39OUT046,4996.829
13,Low Fat,0.041789718,Household,256.1014,1987,High,Tier 3,Supermarket Type1,NCQ06OUT013,2550.014
7.075,Low Fat,0.022548195,Frozen Foods,95.7068,1987,High,Tier 3,Supermarket Type1,FDR04OUT013,583.2408
17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,2004,Small,Tier 2,Supermarket Type1,FDQ32OUT035,1981.4208
10.6,Low Fat,0.095064731,Dairy,232.4642,1998,,Tier 3,Grocery Store,DRD15OUT010,697.0926
9.695,Regular,0.029283081,Canned,175.137,2009,Medium,Tier 3,Supermarket Type2,FDB02OUT018,3705.177
12.65,Low Fat,0.042383069,Household,108.0938,2009,Medium,Tier 3,Supermarket Type2,NCS18OUT018,1607.907
5.945,Low Fat,0.155706798,Household,127.9652,1998,,Tier 3,Grocery Store,NCS30OUT010,645.826
17.5,Low Fat,0.016767995,Meat,141.418,2002,,Tier 2,Supermarket Type1,FDN15OUT045,1957.452
7.39,Low Fat,0.120961347,Others,143.847,2007,,Tier 2,Supermarket Type1,NCL31OUT017,4866.998
9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,1998,,Tier 3,Grocery Store,FDV31OUT010,176.437
11.8,Regular,0.02633607,Canned,40.6138,1987,High,Tier 3,Supermarket Type1,FDF38OUT013,406.138
8.895,low fat,0.126287542,Hard Drinks,235.5616,1998,,Tier 3,Grocery Store,DRK59OUT010,468.7232
11.8,Low Fat,0.11350542,Soft Drinks,186.8924,1999,Medium,Tier 1,Supermarket Type1,DRJ24OUT049,2961.4784
,Regular,0.094201477,Meat,213.356,1985,Medium,Tier 3,Supermarket Type3,FDW51OUT027,6817.792
17.25,Regular,0.125224466,Breakfast,41.248,1997,Small,Tier 1,Supermarket Type1,FDN49OUT046,679.116
11.35,Regular,0.005561798,Fruits and Vegetables,168.379,2007,,Tier 2,Supermarket Type1,FDE20OUT017,3225.801
19.25,LF,0.101980245,Dairy,54.3956,2002,,Tier 2,Supermarket Type1,FDV38OUT045,873.5296
19.7,Regular,0.081193712,Baking Goods,198.411,2007,,Tier 2,Supermarket Type1,FDH60OUT017,2553.343
14,Low Fat,0.024369007,Household,40.2454,1999,Medium,Tier 1,Supermarket Type1,NCD55OUT049,922.7988
8.355,Low Fat,0.188619537,Canned,146.4418,2007,,Tier 2,Supermarket Type1,FDU13OUT017,3089.9778
15.1,reg,0.094037291,Fruits and Vegetables,62.3194,1999,Medium,Tier 1,Supermarket Type1,FDZ07OUT049,495.3552
12.1,Low Fat,0.030188505,Canned,77.367,2002,,Tier 2,Supermarket Type1,FDY13OUT045,612.536
8.185,low fat,0.046578409,Fruits and Vegetables,48.6692,2002,,Tier 2,Supermarket Type1,FDP56OUT045,1182.4608
,Regular,0.223985293,Soft Drinks,186.2924,1985,Small,Tier 1,Grocery Store,DRA59OUT019,555.2772
15.5,Regular,0.085763562,Frozen Foods,49.0692,1987,High,Tier 3,Supermarket Type1,FDY40OUT013,295.6152
14,Regular,0.105145451,Frozen Foods,144.2812,1997,Small,Tier 1,Supermarket Type1,FDW40OUT046,4844.3608
18,Low Fat,0.019382568,Health and Hygiene,129.3994,2004,Small,Tier 2,Supermarket Type1,NCW17OUT035,3340.9844
9.6,Low Fat,0,Soft Drinks,166.5158,1999,Medium,Tier 1,Supermarket Type1,DRN37OUT049,3509.4318
,Low Fat,0.093002339,Fruits and Vegetables,177.7712,1985,Medium,Tier 3,Supermarket Type3,FDZ19OUT027,4921.5936
9.6,Low Fat,0.035549527,Snack Foods,244.117,1987,High,Tier 3,Supermarket Type1,FDW34OUT013,5346.374
,Low Fat,0.054720642,Frozen Foods,107.8254,1985,Medium,Tier 3,Supermarket Type3,FDC28OUT027,2387.5588
16.7,Regular,0.052708138,Frozen Foods,114.7176,2007,,Tier 2,Supermarket Type1,FDB29OUT017,2404.8696
9.3,Low Fat,0.089144149,Canned,144.9786,1999,Medium,Tier 1,Supermarket Type1,FDE26OUT049,1011.3502
8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,2004,Small,Tier 2,Supermarket Type1,FDG45OUT035,6371.706
19.1,Low Fat,0.178272728,Household,172.4422,2007,,Tier 2,Supermarket Type1,NCC18OUT017,1551.9798
8.88,Low Fat,0.099024124,Household,208.527,2009,Medium,Tier 3,Supermarket Type2,NCU54OUT018,3145.905
6.825,Regular,0.046898544,Canned,153.7998,2007,,Tier 2,Supermarket Type1,FDF26OUT017,922.7988
11.5,Regular,0.041994624,Frozen Foods,194.782,2004,Small,Tier 2,Supermarket Type1,FDX52OUT035,3475.476
7.075,Low Fat,0.022694623,Frozen Foods,98.8068,2007,,Tier 2,Supermarket Type1,FDR04OUT017,2527.3768
20.7,Low Fat,0.039467795,Household,151.7366,2007,,Tier 2,Supermarket Type1,NCP06OUT017,604.5464
7.895,Regular,0.061270647,Breakfast,56.7588,1999,Medium,Tier 1,Supermarket Type1,FDN25OUT049,343.5528
6.86,Low Fat,0.036686158,Household,229.601,2009,Medium,Tier 3,Supermarket Type2,NCH42OUT018,2526.711
9.6,Regular,0.014200671,Snack Foods,187.1872,1987,High,Tier 3,Supermarket Type1,FDO46OUT013,3214.4824
12.1,Low Fat,0.079806266,Household,172.1106,1997,Small,Tier 1,Supermarket Type1,NCG54OUT046,3422.212
11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,1987,High,Tier 3,Supermarket Type1,FDU07OUT013,1057.9562
9.5,Low Fat,0,Hard Drinks,190.9872,2002,,Tier 2,Supermarket Type1,DRJ11OUT045,3025.3952
21,Low Fat,0.049381666,Snack Foods,193.0478,1999,Medium,Tier 1,Supermarket Type1,FDH10OUT049,1549.9824
5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,1997,Small,Tier 1,Supermarket Type1,FDN56OUT046,2022.7004
,Regular,0.109274313,Fruits and Vegetables,225.3062,1985,Small,Tier 1,Grocery Store,FDY56OUT019,677.1186
17.6,Low Fat,0.018889593,Health and Hygiene,236.259,1987,High,Tier 3,Supermarket Type1,NCQ53OUT013,4727.18
20.35,Low Fat,0.021369722,Household,75.8328,2002,,Tier 2,Supermarket Type1,NCN54OUT045,154.4656
7.39,Low Fat,0.092927148,Household,249.5066,1999,Medium,Tier 1,Supermarket Type1,NCC43OUT049,4267.1122
,Regular,0.113139486,Starchy Foods,92.9804,1985,Small,Tier 1,Grocery Store,FDB35OUT019,183.7608
9.195,Regular,0.117387066,Snack Foods,160.2578,1987,High,Tier 3,Supermarket Type1,FDX33OUT013,4492.8184
17.1,Low Fat,0.038730229,Household,166.2842,2004,Small,Tier 2,Supermarket Type1,NCT06OUT035,4807.7418
13,Regular,0.030211742,Canned,59.322,2009,Medium,Tier 3,Supermarket Type2,FDM50OUT018,539.298
15.5,Low Fat,0.032924463,Baking Goods,107.2938,1999,Medium,Tier 1,Supermarket Type1,FDC37OUT049,2143.876
8.695,Low Fat,0.120022543,Household,94.8094,2009,Medium,Tier 3,Supermarket Type2,NCT54OUT018,1428.141
,Regular,0.037388493,Snack Foods,107.8254,1985,Medium,Tier 3,Supermarket Type3,FDG34OUT027,1410.8302
